CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
23659	23684	3611	0.9577	-0.999
28003	28017	3612	0.9911	-0.999
28017	28036	3612	0.8827	-1.008
28003	28036	3612	0.9187	-2.007
1996	14692	3613	0.8137	-0.001
1091	1102	3614	0.7602	-422.206
1091	1423	3614	0.7476	-28.012
24805	24848	3615	0.7382	-2.004
24828	24848	3615	0.8668	-1.002
24805	24828	3615	0.8896	-1.002
6023	6028	3616	0.8422	-1.0
28543	28579	3617	0.732	-1.008
35933	35949	3619	0.8689	-0.987
22607	22655	3620	0.9748	-1.002
27439	27466	3621	0.8743	-0.998
14385	14405	3622	0.9637	-1.002
14405	14429	3622	0.8842	-0.993
14385	14429	3622	0.8823	-1.995
23272	23292	3623	0.9611	-1.016
73	79	3624	0.8735	-3.994
4271	4287	3625	0.9169	-1.002
15500	15550	3626	0.9055	-1.004
20238	20260	3627	0.9517	-1.008
11106	11114	3628	0.8743	-0.992
9279	9307	3629	0.9606	-1.005
10641	10694	3630	0.8353	-2.001
10669	10694	3630	0.875	-1.005
10641	10669	3630	0.8238	-0.996
4953	4986	3631	0.8445	-1.014
34655	34669	3632	0.8745	-0.99
5995	6017	3633	0.943	-1.005
33247	35948	3634	0.8512	-215.16
28593	28599	3635	0.8341	-0.018
7744	7773	3636	0.7127	-0.99
7600	7647	3637	0.93	-2.007
7619	7647	3637	0.9457	-1.008
7600	7619	3637	0.9799	-0.999
33976	33995	3638	0.9677	-1.004
13407	13426	3639	0.9234	-0.999
5487	5504	3640	0.8556	-0.999
4409	4453	3641	0.8142	-526.19
20440	20490	3642	0.9392	-1.998
20477	20490	3642	0.9373	-0.993
20440	20477	3642	0.9676	-1.005
9774	9790	3643	0.9509	-0.996
31940	31959	3644	0.9139	-1.002
21146	21566	3645	0.9239	-17.031
21177	21566	3645	0.8911	-16.026
21146	21177	3645	0.9055	-1.005
11976	11996	3646	0.857	-1.008
11976	12028	3646	0.7042	-652.539
11996	12028	3646	0.7423	-651.531
26094	26123	3647	0.9419	-1.023
26122	26123	3647	0.8968	-0.006
26094	26122	3647	0.8862	-1.017
3612	3630	3648	0.9339	-1.006
17783	17807	3649	0.8761	-1.02
19796	19817	3650	0.9852	-1.005
19817	19844	3650	0.9166	-0.999
16891	19817	3650	0.715	-114.03
16863	16891	3650	0.818	-1.026
16863	16900	3650	0.7389	-1.014
16891	16900	3650	0.7115	0.012
19796	19844	3650	0.9295	-2.004
31175	31176	3651	0.7255	-0.033
4574	4596	3652	0.9843	-1.005
31466	31483	3653	0.9626	-1.004
27567	35779	3654	0.7079	-1.022
35770	35779	3654	0.949	-1.986
20357	20370	3655	0.8606	-1.005
30166	30210	3656	0.7915	-2.016
30188	30210	3656	0.7131	-1.012
30189	30210	3656	0.8658	-1.016
30166	30188	3656	0.7402	-1.004
30188	30189	3656	0.7975	0.004
30166	30189	3656	0.8505	-1.0
19738	20184	3657	0.7017	-13.04
19764	20184	3657	0.784	-12.03
20135	20184	3657	0.9273	-1.0
19738	20135	3657	0.7537	-12.04
19764	20135	3657	0.736	-11.03
19738	19764	3657	0.9433	-1.01
24728	24763	3658	0.7364	-2.0
24743	24763	3658	0.7112	-1.01
24728	24743	3658	0.811	-0.99
25103	25142	3659	0.9132	-0.996
34045	34056	3660	0.9692	-0.993
34056	34067	3660	0.8668	-0.996
34045	34067	3660	0.8702	-1.989
34264	34275	3661	0.8741	-1.005
9438	9468	3662	0.8479	-0.954
7436	7450	3663	0.895	-1.008
7443	7450	3663	0.839	-0.048
7436	7443	3663	0.9147	-0.96
5131	5149	3664	0.9649	-0.999
27601	27621	3665	0.7335	-1.011
27619	27621	3665	0.721	-0.006
27601	27619	3665	0.9242	-1.005
6196	6231	3666	0.9146	-1.004
7405	7438	3667	0.854	-1.008
7406	7438	3667	0.8598	-1.006
44	7406	3667	0.704	-527.234
7405	7406	3667	0.9218	-0.002
2305	9082	3668	0.7802	61.055
37362	37367	3669	0.9179	-1.026
32615	32686	3670	0.7555	-2.018
28598	28626	3671	0.9329	-0.996
12492	12543	3672	0.7289	-1.0
23255	23256	3673	0.888	-0.002
23255	23289	3673	0.8455	-1.01
23256	23289	3673	0.9484	-1.008
28218	28237	3674	0.9464	-0.984
10915	10928	3675	0.9148	-1.002
14627	14645	3676	0.9547	-0.996
16234	17875	3677	0.8329	-41.028
4269	17875	3677	0.7634	-431.162
4269	16234	3677	0.8387	-390.134
11256	11273	3678	0.7941	-0.999
24772	24800	3679	0.8552	-1.002
24772	24826	3679	0.8281	-2.01
24800	24826	3679	0.8636	-1.008
5160	5180	3680	0.9017	-1.002
26522	26542	3681	0.9686	-0.996
2191	2207	3682	0.9397	-1.004
4787	4806	3683	0.8904	-0.996
10873	10901	3684	0.7385	-2.008
6222	6251	3685	0.8125	-1.005
6392	6408	3686	0.9268	-0.999
3868	4261	3687	0.9666	-14.016
3868	3897	3687	0.9581	-1.0
24128	24154	3688	0.945	-1.002
14849	14877	3689	0.9008	-1.018
9960	10007	3690	0.8174	-2.996
9967	10007	3690	0.8775	-1.996
9990	10007	3690	0.9367	-1.004
9960	9967	3690	0.965	-1.0
9960	9990	3690	0.8683	-1.992
9967	9990	3690	0.9183	-0.992
11174	11195	3691	0.7773	-0.972
11195	11228	3691	0.7696	-0.972
29613	29635	3692	0.9779	-0.996
844	851	3693	0.9413	-1.005
19351	19547	3694	0.7588	-13.998
17126	17152	3695	0.9038	-0.982
17152	17216	3695	0.7081	-722.231
18632	18682	3696	0.8026	-2.001
18666	18682	3696	0.9069	-0.999
18632	18666	3696	0.8897	-1.002
23269	23283	3697	0.8903	-0.988
23269	23302	3697	0.7701	-2.012
23283	23302	3697	0.8455	-1.024
23696	23713	3698	0.8677	-0.988
32048	32061	3699	0.9105	-0.996
10198	10225	3700	0.9639	-0.999
10198	10630	3700	0.8886	-17.019
10225	10630	3700	0.9026	-16.02
7474	7481	3701	0.9139	-0.996
33079	33095	3703	0.9239	-1.005
17764	17768	3704	0.8861	0.0
17764	17805	3704	0.9274	-1.0
17768	17805	3704	0.8188	-1.0
25448	25471	3705	0.9062	-0.99
24133	24166	3706	0.8772	-815.473
31521	31564	3707	0.9461	-1.006
14113	14140	3708	0.957	-1.005
21807	21846	3709	0.9627	-0.996
24629	24855	3710	0.7665	-14.972
24855	24865	3710	0.8369	-1.012
24855	24887	3710	0.8259	-2.004
24629	24865	3710	0.7399	-15.984
24865	24887	3710	0.8811	-0.992
24865	24904	3710	0.8138	-1.996
24629	24887	3710	0.7272	-16.976
24887	24904	3710	0.7743	-1.004
6205	6242	3711	0.7718	-1.01
1194	1207	3712	0.9037	-1.005
27732	27746	3713	0.9332	-0.996
27732	27761	3713	0.9016	-2.001
27732	29314	3713	0.7472	-980.552
27746	27761	3713	0.9081	-1.005
27746	29314	3713	0.7616	-979.556
27761	29314	3713	0.7408	-978.551
23174	23211	3714	0.8345	-0.996
12061	13067	3715	0.8361	-27.012
16768	16792	3716	0.8852	-0.999
16768	16816	3716	0.7062	-2.001
16792	16816	3716	0.8237	-1.002
249	252	3717	0.9102	-1.008
249	5045	3717	0.7349	0.002
17039	17084	3718	0.8558	-1.012
9256	9290	3719	0.9605	-1.004
2760	2780	3720	0.9279	-1.005
2760	2803	3720	0.8469	-2.007
2780	2803	3720	0.8566	-1.002
22355	22371	3721	0.9682	-0.999
22371	22399	3721	0.955	-1.011
22355	22399	3721	0.9092	-2.01
18700	20722	3722	0.7175	-56.042
18700	18731	3722	0.9484	-0.992
31973	31988	3723	0.9111	-0.992
14772	14809	3724	0.8815	-0.992
14809	17960	3724	0.7752	-80.972
14809	19202	3724	0.7796	-112.948
17960	19202	3724	0.8011	-31.976
12011	12035	3725	0.9113	-1.005
11477	11500	3726	0.9728	-0.999
9927	9943	3727	0.9451	-1.002
25917	26238	3728	0.8501	-15.996
25937	26238	3728	0.7944	-14.997
25958	26238	3728	0.8153	-13.986
26238	26251	3728	0.9827	-1.002
26238	26267	3728	0.9454	-2.004
26238	26280	3728	0.7463	-3.012
26238	27066	3728	0.7094	-42.027
25917	25937	3728	0.9052	-0.999
25917	25958	3728	0.8809	-2.01
25917	26251	3728	0.8215	-16.998
25917	26267	3728	0.8013	-18.0
25917	26280	3728	0.7136	-19.008
25937	26251	3728	0.8762	-15.999
25958	26251	3728	0.8347	-14.988
26251	26267	3728	0.9601	-1.002
26251	26280	3728	0.7643	-2.01
26251	27066	3728	0.7181	-41.025
25937	25958	3728	0.9299	-1.011
25937	26267	3728	0.8455	-17.001
25937	26280	3728	0.7101	-18.009
25958	26267	3728	0.8722	-15.99
25958	26280	3728	0.7091	-16.998
25958	27066	3728	0.7039	-56.013
26267	26280	3728	0.7505	-1.008
26267	27066	3728	0.7204	-40.023
34	35	3729	0.8851	-1.004
33320	33336	3730	0.9174	-1.005
33320	33357	3730	0.8957	-2.01
33336	33357	3730	0.8704	-1.005
10003	10023	3731	0.7062	-1.012
10003	10042	3731	0.7686	1247.118
2366	2378	3732	0.9375	-1.008
21665	21710	3733	0.9443	-0.996
21665	22318	3733	0.7495	-17.014
21710	22318	3733	0.7705	-16.018
4021	4619	3734	0.859	-47.997
21002	21041	3735	0.9714	-1.004
21804	21838	3736	0.932	-0.996
21804	21840	3736	0.8476	-0.988
21838	21840	3736	0.8162	0.008
5581	7026	3737	0.7031	-49.012
27311	27336	3738	0.9577	-1.005
28020	28055	3739	0.9095	-0.99
16142	16201	3740	0.7563	-2.016
16165	16201	3740	0.7175	-709.286
16126	16165	3740	0.7819	-0.968
16142	16165	3740	0.8943	707.27
21291	21333	3741	0.9377	-1.002
21221	21867	3742	0.8176	-17.026
21263	21867	3742	0.7795	-16.024
21221	21263	3742	0.9687	-1.002
13043	13062	3743	0.9516	-1.002
8806	8834	3744	0.9415	-0.999
23360	23406	3745	0.904	-1.004
23361	23406	3745	0.8099	-1.0
23360	23361	3745	0.8343	-0.004
12799	12836	3746	0.922	-1.0
12799	12852	3746	0.7532	-1.996
12836	12852	3746	0.8898	-0.996
8758	8779	3747	0.8705	-1.0
12669	12698	3748	0.7082	-1.002
4778	4822	3749	0.9349	-2.007
20500	20548	3750	0.9257	-1.0
10500	10519	3751	0.9142	-1.005
26331	26354	3752	0.9323	-1.006
7577	7606	3753	0.948	-1.008
9288	9316	3754	0.8888	-1.008
9303	9316	3754	0.8309	613.287
6803	6834	3755	0.8779	-1.116
27755	27786	3756	0.9681	-1.02
28315	28334	3757	0.981	-0.996
28315	28366	3757	0.9747	-1.989
28334	28366	3757	0.9649	-0.993
29858	29883	3758	0.9681	-2.008
29874	29883	3758	0.9573	-0.996
29858	29874	3758	0.9616	-1.012
7737	7759	3759	0.9786	-0.984
14637	14650	3760	0.855	-1.008
20922	20954	3761	0.9681	-1.0
18241	18269	3762	0.9547	-0.999
21133	21179	3763	0.9545	-1.004
30801	30813	3764	0.8206	-0.975
13821	13852	3765	0.8652	-0.987
5420	5435	3766	0.9121	-0.981
9168	30437	3767	0.747	-0.995
9177	30437	3767	0.7667	0.013
30411	30437	3767	0.9302	-0.996
9168	9177	3767	0.9255	-1.008
9177	9195	3767	0.8399	611.289
9177	30411	3767	0.7901	1.009
8961	9177	3767	0.7757	-18.015
9168	30411	3767	0.7825	0.001
8940	30411	3767	0.7073	-18.011
8940	8961	3767	0.9413	-1.005
8940	9168	3767	0.8049	-18.012
9168	9195	3767	0.7532	610.281
14151	14152	3768	0.8029	-0.003
14151	14181	3768	0.8308	-1.02
14152	14181	3768	0.8149	-1.017
10642	10670	3769	0.9298	-0.999
10642	10700	3769	0.7072	631.327
21607	21624	3770	0.9796	-1.005
582	583	3771	0.7446	-1.0
578	583	3771	0.7129	385.239
16232	16255	3772	0.9416	-1.011
29927	29975	3773	0.7455	-1.996
29956	29975	3773	0.8303	-0.994
29927	29956	3773	0.9126	-1.002
39660	39681	3774	0.9226	-17.016
39662	39681	3774	0.9218	-16.008
39678	39681	3774	0.9064	-1.023
33141	39681	3774	0.8047	-17.013
33141	33149	3774	0.7469	1944.874
39660	39662	3774	0.9251	-1.008
39660	39678	3774	0.8697	-15.993
33141	39660	3774	0.8052	0.003
39662	39678	3774	0.8616	-14.985
33141	39678	3774	0.7591	-15.99
33141	39662	3774	0.7772	-1.005
13930	13950	3775	0.9705	-1.005
13930	13970	3775	0.8539	-1.953
13950	13970	3775	0.8798	-0.948
6146	6166	3776	0.9658	-1.005
7362	7376	3777	0.83	-1.008
7376	7391	3777	0.7199	-0.993
5652	5698	3778	0.9067	-2.007
5676	5698	3778	0.9183	-1.002
5652	5676	3778	0.9357	-1.005
31278	31291	3779	0.8769	-1.016
10009	10043	3780	0.9438	-1.008
18043	18068	3781	0.8285	-0.996
2441	3083	3782	0.7729	-28.004
8882	8904	3783	0.9494	-0.999
15547	15590	3784	0.9569	-0.998
20039	21631	3785	0.8146	-42.006
21631	22293	3785	0.9111	-17.024
20039	20099	3785	0.9228	-1.006
26263	26278	3786	0.9304	-0.996
12993	13019	3787	0.9344	-1.011
12715	12716	3788	0.9552	-0.002
25650	25668	3789	0.7205	-1674.832
18440	18468	3790	0.7859	-0.987
17579	17595	3791	0.7026	-1.008
22622	22684	3792	0.9505	-1.01
8972	8992	3793	0.9037	-1819.472
8973	8992	3793	0.7044	-1.008
8992	8997	3793	0.8754	-1.002
8972	8997	3793	0.879	-1820.474
8972	8973	3793	0.7398	-1818.464
26457	26480	3794	0.8325	-2.0
26474	26480	3794	0.8228	-0.992
26447	26457	3794	0.7319	-1.004
26457	26474	3794	0.937	-1.008
26447	26474	3794	0.8258	-2.012
9687	9709	3795	0.9252	-1.005
9709	30997	3795	0.7092	1.005
9687	30997	3795	0.7533	-0.0
31875	31876	3796	0.858	-0.006
10254	10267	3797	0.9515	-1.008
20689	20725	3798	0.8095	-0.988
20689	20747	3798	0.8049	-1.984
20725	20747	3798	0.8633	-0.996
22804	22828	3799	0.9156	-1.004
22828	22851	3799	0.8566	-1.012
22804	22851	3799	0.8812	-2.016
23107	23147	3800	0.9542	-1.995
23126	23147	3800	0.9442	-0.993
23107	23126	3800	0.972	-1.002
35227	35247	3801	0.8079	-1.988
24555	35227	3801	0.7065	0.006
24555	24562	3801	0.933	-0.99
24555	24577	3801	0.9165	-1.995
24555	27295	3801	0.7791	-213.11
24555	27315	3801	0.7585	-214.1
24562	24577	3801	0.9121	-1.005
24562	27295	3801	0.7518	-212.12
24562	27315	3801	0.7661	-213.11
24577	27295	3801	0.7292	-211.115
27295	27315	3801	0.9519	-0.99
24577	27315	3801	0.7373	-212.105
76	82	3802	0.947	-2.061
32595	32611	3803	0.9861	-0.99
8158	8168	3804	0.8552	-1.005
8168	8185	3804	0.7462	-0.996
8168	8186	3804	0.7907	-0.996
8185	8186	3804	0.7991	0.0
2063	2079	3805	0.9427	-0.999
17973	18032	3806	0.8955	-0.992
19184	19215	3807	0.8776	-1.002
31981	32001	3808	0.8092	-2.008
31986	32001	3808	0.7328	-0.992
31981	31986	3808	0.9006	-1.016
12342	12363	3809	0.9261	-1.008
2517	2531	3810	0.8587	-1.002
18873	18889	3811	0.9551	-0.996
18889	18921	3811	0.8556	-1.005
18873	18921	3811	0.915	-2.001
22880	22901	3812	0.8727	-0.996
22881	22901	3812	0.7387	-0.987
22901	22923	3812	0.9746	-1.002
22880	22881	3812	0.7999	-0.009
22880	22923	3812	0.7813	-1.998
22863	22880	3812	0.7595	-0.993
26499	26527	3813	0.9686	-1.006
25719	25759	3814	0.9485	-1.002
11859	11891	3815	0.8052	-1.0
34313	34320	3816	0.9778	-1.002
34313	34330	3816	0.9714	-2.001
34320	34330	3816	0.908	-0.999
9866	9891	3817	0.9489	-1.002
24779	24818	3818	0.8355	-0.994
22382	22420	3819	0.9176	-1.006
2324	2339	3820	0.746	-1.035
12834	12865	3821	0.92	-0.999
12834	33997	3821	0.7199	-1.005
20254	20283	3822	0.9726	-1.002
21709	21746	3823	0.8732	-1.002
33084	33100	3824	0.9137	-1.008
36841	36852	3825	0.8515	-0.996
16955	16984	3826	0.7923	-1436.744
16955	17006	3826	0.7643	-1437.751
16711	16984	3826	0.7975	-11.992
16984	17006	3826	0.9568	-1.008
13985	14009	3827	0.8361	-1.025
20316	20346	3828	0.7744	-1.0
1560	1572	3829	0.8803	-0.996
3803	3824	3830	0.9106	-1.008
6635	6669	3831	0.8766	-1.002
31198	31227	3832	0.8151	-1.008
19059	19093	3833	0.8555	-1.008
18930	18968	3834	0.9267	-1.0
26100	26120	3835	0.8809	-1.004
16087	16088	3836	0.8999	-0.003
16088	16118	3836	0.8562	-1.005
16088	16145	3836	0.8799	-2.004
16145	16179	3836	0.8332	-0.999
16087	16145	3836	0.9072	-2.007
16118	16145	3836	0.9099	-0.999
16087	16117	3836	0.7481	-1.017
16117	16118	3836	0.7099	0.009
16087	16118	3836	0.901	-1.008
1034	5030	3837	0.7036	185.114
348	353	3838	0.9688	-1.002
31262	31276	3839	0.9478	-0.996
29698	29740	3840	0.979	-1.004
11176	11220	3841	0.9669	-1.005
2669	11176	3841	0.7353	-0.005
2669	11220	3841	0.7238	-1.01
1467	1486	3842	0.85	-2.007
1472	1486	3842	0.8933	-1.002
1467	1472	3842	0.8669	-1.005
10525	10548	3843	0.9434	-0.993
10525	10579	3843	0.8936	-2.001
10525	10580	3843	0.9289	-1.998
10548	10579	3843	0.9511	-1.008
10579	10580	3843	0.8936	0.003
10548	10580	3843	0.9246	-1.005
7839	7881	3844	0.8491	-2.988
7854	7881	3844	0.9459	-2.0
7876	7881	3844	0.9495	-0.996
7839	7854	3844	0.9286	-0.988
7854	7876	3844	0.95	-1.004
7839	7876	3844	0.9119	-1.992
4908	4932	3845	0.7459	-1.006
31128	31158	3846	0.9732	-1.0
22468	22493	3847	0.8331	-0.988
26254	26265	3848	0.8392	-1.008
7043	7070	3849	0.9569	-1.008
27342	27353	3850	0.8202	-0.976
27270	27319	3850	0.702	-1.032
27319	27353	3850	0.8418	-1729.866
27270	27318	3850	0.7654	-1728.814
389	8148	3851	0.7002	-69.019
12656	12684	3853	0.8481	-0.904
9366	9389	3854	0.9462	-0.999
26608	26634	3855	0.8316	-0.999
428	433	3856	0.9355	-0.996
322	324	3857	0.9041	-1.011
322	5477	3857	0.7242	0.012
322	5517	3857	0.7479	-1.004
5477	5517	3857	0.8995	-1.016
317	324	3857	0.7769	-1.965
324	5477	3857	0.7289	1.023
12517	12564	3858	0.954	-1.004
1110	1120	3859	0.9053	-1.005
1110	10631	3859	0.8289	0.001
1120	10631	3859	0.7439	1.006
10456	10472	3860	0.9136	-0.999
9231	9248	3861	0.87	-1.008
9231	9257	3861	0.862	-2.008
9248	9257	3861	0.9443	-1.0
12545	12878	3862	0.7387	-17.008
12566	12878	3862	0.7506	-16.004
12583	12878	3862	0.7162	-15.008
12827	12878	3862	0.7841	-2.0
12846	12878	3862	0.9348	-1.004
12878	12903	3862	0.8462	-0.98
12827	12846	3862	0.867	-0.996
12529	12566	3862	0.8192	-1.996
12545	12566	3862	0.95	-1.004
12566	12583	3862	0.8573	-0.996
12566	12846	3862	0.756	-15.0
12529	12545	3862	0.8462	-0.992
12529	12583	3862	0.7299	-2.992
12545	12846	3862	0.7466	-16.004
12846	12903	3862	0.7823	-1.984
12545	12583	3862	0.883	-2.0
7757	7769	3863	0.8335	-1.002
29624	29649	3864	0.9234	-0.998
28969	28979	3865	0.9027	-0.996
28967	28977	3866	0.9452	-1.015
28967	28981	3866	0.9669	-2.025
28977	28981	3866	0.9507	-1.01
17277	17320	3867	0.9457	-1.002
566	568	3868	0.8815	-1.004
16551	16591	3869	0.8091	-1.014
18885	18920	3870	0.9375	-2.02
11036	11087	3871	0.7206	-1.0
22071	22096	3872	0.8851	-1.004
22071	22098	3872	0.7955	-1.0
22096	22098	3872	0.8057	0.004
36452	36463	3873	0.9293	-0.984
16163	16209	3874	0.951	-1.004
14252	14266	3875	0.9439	-1.004
853	1036	3876	0.73	-30.006
7708	7747	3877	0.9326	-2.004
7725	7747	3877	0.9359	-1.005
7708	7725	3877	0.9331	-0.999
12146	12175	3878	0.7308	-1.014
28310	28331	3879	0.7694	-1.017
1712	1725	3880	0.9664	-1.002
14918	35697	3881	0.7237	-0.999
14959	35697	3881	0.7356	0.009
14918	14919	3881	0.8619	-0.003
14918	14955	3881	0.8728	-1.002
14918	14959	3881	0.954	-1.008
14918	14983	3881	0.9293	-2.013
14919	14955	3881	0.8973	-0.999
14955	14959	3881	0.8765	-0.006
14955	14983	3881	0.8512	-1.011
14919	14959	3881	0.8411	-1.005
14959	14983	3881	0.9589	-1.005
14919	14983	3881	0.8264	-2.01
37982	37994	3882	0.7828	-1.011
37994	37995	3882	0.7261	-0.015
37994	38000	3882	0.8959	-1.014
37994	38075	3882	0.7183	-10.998
37982	38000	3882	0.7209	-2.025
37995	38075	3882	0.7586	-10.983
38075	38084	3882	0.7902	-1.008
28234	28271	3883	0.825	-2.016
8166	8181	3884	0.8447	-1.026
39062	39077	3885	0.8724	-2.014
39069	39077	3885	0.8235	-1.008
39062	39069	3885	0.9688	-1.006
17344	17366	3886	0.9598	-1.002
3549	3564	3887	0.7183	-1.056
3564	3593	3887	0.7764	-1.008
9792	9823	3888	0.9356	-1.002
4065	4066	3889	0.8742	-0.003
15815	15849	3890	0.8345	-1.008
5690	5717	3891	0.8931	-0.999
20154	20174	3892	0.886	-0.996
38685	38691	3893	0.8179	-1.017
25792	25838	3894	0.9459	-1.0
21951	21980	3895	0.8972	-0.988
18813	18827	3896	0.9159	-0.999
27510	27537	3897	0.9154	-1.017
20453	20483	3898	0.863	-1.008
19752	21312	3899	0.7276	711.367
16473	16519	3900	0.7983	-1.006
23672	23699	3901	0.8349	-0.99
23672	23719	3901	0.8352	-2.001
23699	23719	3901	0.8911	-1.011
7397	7429	3902	0.8177	-1.018
2768	3048	3903	0.8924	-15.996
2768	2785	3903	0.9806	-0.999
30224	30257	3904	0.9321	-1.0
32872	32897	3905	0.7805	-1936.938
32897	32923	3905	0.7896	1934.952
32897	32942	3905	0.8079	1933.936
32923	32942	3905	0.7548	-1.016
5873	5902	3906	0.7384	-555.108
5900	5902	3906	0.7971	-554.103
5873	5900	3906	0.9224	-1.005
2168	2184	3907	0.9086	-0.999
12471	12501	3908	0.8409	-1.005
14780	14804	3909	0.9385	-0.999
28508	28529	3910	0.7854	-1.988
20240	20263	3911	0.8687	-0.996
13215	13244	3912	0.9004	-2.008
13223	13244	3912	0.9204	-1.004
13215	13223	3912	0.953	-1.004
29395	29396	3913	0.9544	0.004
29396	29416	3913	0.9711	-1.0
29395	29416	3913	0.9557	-0.996
24731	24767	3914	0.8541	-1.018
10129	10153	3915	0.8222	-0.999
10153	10169	3915	0.8764	-0.972
10129	10169	3915	0.7633	-1.971
9123	9128	3916	0.9234	-1.0
36967	40020	3917	0.7359	1.017
36967	36974	3917	0.8769	-1.02
36974	36975	3917	0.8126	0.012
36967	36975	3917	0.8249	-1.008
6388	6389	3918	0.9525	0.002
3997	4013	3919	0.8989	-1.005
38657	38670	3920	0.7865	-1.998
38663	38670	3920	0.8273	-1.005
38657	38663	3920	0.8969	-0.993
13096	13116	3921	0.9161	-1.002
32461	32481	3922	0.9178	-1.005
10507	10529	3923	0.8863	-1.008
24103	24131	3924	0.8485	-0.98
24131	24156	3924	0.7667	-0.99
13540	13570	3925	0.9845	-1.008
13570	13598	3925	0.8352	-0.999
13598	13614	3925	0.8079	-0.996
13540	13598	3925	0.8233	-2.007
403	406	3926	0.8442	-0.999
37090	37094	3927	0.867	-1.0
37094	37103	3927	0.8844	-1.008
37090	37103	3927	0.7696	-2.008
24226	24237	3928	0.9326	-1.008
13615	13642	3929	0.7284	-1.004
2665	2670	3930	0.9104	-1.008
9199	9223	3931	0.8567	-1.002
9211	9223	3931	0.7655	612.259
9199	9211	3931	0.7731	-613.261
4354	16249	3932	0.7453	128.097
7538	7547	3933	0.9229	-1.0
22042	22057	3934	0.7439	-0.992
22057	22070	3934	0.8376	-1.008
22042	22070	3934	0.7415	-2.0
19700	19723	3934	0.8811	-1.02
19723	22070	3934	0.7074	-128.096
4068	4112	3935	0.7069	-1.002
32197	32223	3937	0.9063	-1.008
4308	4329	3938	0.9242	-1.005
19474	19513	3939	0.9004	-1.002
14706	14718	3940	0.8357	-1.0
11425	11447	3941	0.9405	-1.004
20395	20439	3942	0.961	-1.998
20406	20439	3942	0.9664	-0.999
20395	20406	3942	0.9703	-0.999
7632	7651	3943	0.9722	-0.993
19296	19307	3944	0.9021	-0.996
22966	22986	3945	0.9037	-0.999
18435	18436	3946	0.8919	0.004
18435	18477	3946	0.9726	-1.0
18436	18477	3946	0.8363	-1.004
14609	14647	3947	0.9382	-0.996
4723	6035	3948	0.7227	-57.036
21473	26386	3949	0.9448	-143.058
21473	26406	3949	0.7686	-144.064
26386	26406	3949	0.9204	-1.006
29004	29025	3950	0.8356	-1.002
29968	29979	3951	0.8433	-1.005
7441	7701	3953	0.7299	-15.996
7454	7701	3953	0.7247	-14.992
7476	7701	3953	0.7175	-13.992
7701	7716	3953	0.9366	-1.0
7701	7731	3953	0.7842	-2.004
7441	7454	3953	0.959	-1.004
7441	7476	3953	0.9241	-2.004
7441	7716	3953	0.7701	-16.996
7441	7731	3953	0.772	-18.0
7454	7476	3953	0.9115	-1.0
7476	7716	3953	0.7843	-14.992
7476	7731	3953	0.7695	-15.996
7454	7716	3953	0.7821	-15.992
7454	7731	3953	0.7811	-16.996
7716	7731	3953	0.8424	-1.004
13639	13654	3954	0.9457	-1.0
30238	30255	3955	0.8591	-0.996
30222	30238	3955	0.7678	-0.988
29142	29163	3956	0.7945	-1.032
29142	30781	3956	0.7964	-58.01
30781	30805	3956	0.756	-1.002
17391	17442	3957	0.7435	-1.004
17442	17444	3957	0.7008	0.0
22991	23020	3958	0.8932	-0.994
4156	4175	3959	0.8114	-1.011
12582	12584	3960	0.907	-1.0
5194	5206	3961	0.9845	-1.004
30319	30335	3962	0.97	-0.993
30335	30354	3962	0.7126	-0.975
30472	30498	3963	0.7842	-0.99
38370	38382	3964	0.9833	-1.008
38382	38399	3964	0.7765	-0.972
38370	38399	3964	0.8714	-1.98
23626	23657	3965	0.9711	-1.008
27003	27028	3966	0.7023	-0.962
26958	27003	3966	0.8723	-0.996
2813	2827	3967	0.936	-1.002
25803	25819	3968	0.8623	-0.975
6089	6108	3969	0.7244	-1115.466
36907	36916	3970	0.9439	-1.005
36916	36917	3970	0.843	-0.003
36907	36917	3970	0.8538	-1.008
3127	3147	3971	0.9777	-1.006
3147	3597	3971	0.7936	-16.022
3127	3597	3971	0.7947	-17.028
35852	35858	3973	0.901	-0.988
38427	38429	3974	0.7471	-0.016
32028	32077	3975	0.7549	-3.006
32042	32077	3975	0.7299	-2.013
32044	32077	3975	0.7608	-2.001
16500	32058	3975	0.7639	0.01
32028	32058	3975	0.9447	-2.001
32042	32058	3975	0.9475	-1.008
32044	32058	3975	0.8648	-0.996
32058	32334	3975	0.7956	-16.005
16500	32042	3975	0.7742	1.018
32028	32042	3975	0.9644	-0.993
32042	32044	3975	0.857	-0.012
32042	32334	3975	0.806	-17.013
16500	32044	3975	0.7288	1.006
32028	32044	3975	0.8907	-1.005
32044	32334	3975	0.7679	-17.001
16500	32028	3975	0.7654	2.011
32028	32334	3975	0.8285	-18.006
18816	18833	3976	0.9173	-1.005
4084	4105	3977	0.8918	-0.993
9441	9467	3978	0.9382	-0.99
22306	22337	3979	0.9508	-2.007
22314	22337	3979	0.9525	-1.008
22306	22314	3979	0.9744	-0.999
8494	8525	3980	0.915	-1.002
32580	32802	3981	0.9084	-17.012
32593	32802	3981	0.9052	-16.016
32802	32812	3981	0.8738	-0.984
32802	32861	3981	0.7675	-4.956
32580	32861	3981	0.7827	-21.968
